commands.miragefairy2024.fairy_dream.remove.all.success,Removed %s fairy dreams,%s 個の妖精の夢を削除しました
commands.miragefairy2024.fairy_dream.remove.one.success,Removed %s dream,%s の夢を削除しました
commands.miragefairy2024.fairy_dream.unknown_motif,Unknown motif: %s,不明なモチーフ: %s
commands.miragefairy2024.negative_trait_bits.invalid_bits_format,Invalid bits format: %s,ビットの形式が無効です: %s
commands.miragefairy2024.negative_trait_bits.success,Set negative trait bits for %s = %s,特性 %s のネガティブビットを %s に設定しました
commands.miragefairy2024.negative_trait_bits.unknown_trait,Unknown trait: %s,不明な特性: %s
container.miragefairy2024.soul_stream,Soul Stream,ソウルストリーム
container.miragefairy2024.tooltip_viewer,Tooltip Viewer,ツールチップビューワー
death.attack.miragefairy2024.magic,%1$s was killed by magic,%1$sは魔法で殺された
death.attack.miragefairy2024.magic.player,%1$s was killed by magic while fighting %2$s,%1$sは%2$sと戦いながら魔法で殺された
death.attack.miragefairy2024.physical_magic,%1$s was killed by magic,%1$sは魔法で殺された
death.attack.miragefairy2024.physical_magic.player,%1$s was killed by magic while fighting %2$s,%1$sは%2$sと戦いながら魔法で殺された
death.attack.miragefairy2024.tool_break,%1$s injured their hand,%1$sは手を怪我した
death.attack.miragefairy2024.tool_break.player,%1$s injured their hand while fighting %2$s,%1$sは%2$sと戦いながら手を怪我した
effect.miragefairy2024.experience,Experience,経験値獲得
enchantment.miragefairy2024.area_mining_acceleration,Area Mining Acceleration,範囲採掘加速
enchantment.miragefairy2024.backward_area_mining,Backward Area Mining,後方範囲採掘
enchantment.miragefairy2024.curse_of_shattering,Curse of Shattering,破断の呪い
enchantment.miragefairy2024.cut_all,Cut All,一括伐採
enchantment.miragefairy2024.fortune_up,Fortune Up,幸運強化
enchantment.miragefairy2024.forward_area_mining,Forward Area Mining,前方範囲採掘
enchantment.miragefairy2024.lateral_area_mining,Lateral Area Mining,側方範囲採掘
enchantment.miragefairy2024.magic_acceleration,Magic Acceleration,魔法加速
enchantment.miragefairy2024.magic_power,Magic Power,魔法ダメージ増加
enchantment.miragefairy2024.magic_reach,Magic Reach,魔法射程増加
enchantment.miragefairy2024.mine_all,Mine All,一括採掘
enchantment.miragefairy2024.smelting,Smelting,精錬
enchantment.miragefairy2024.sticky_mining,Sticky Mining,粘着採掘
entity.miragefairy2024.chaos_cube,Chaos Cube,混沌のキューブ
gui.miragefairy2024.common.back_to_game,Back to game,ゲームに戻る
gui.miragefairy2024.common.dead_player,Player %s is dead,プレイヤー%sは死亡しています
gui.miragefairy2024.common.full_screen,Click to full screen,クリックで全画面表示
gui.miragefairy2024.common_motif_recipe.always,Always,常時
gui.miragefairy2024.fairy_building.folia,Folia,フォリア
gui.miragefairy2024.fairy_building.specified_fairy_slot,Only %s Family,%s系統のみ
gui.miragefairy2024.fairy_decondensation.description.description,"To decondense a condensed fairy, craft 1 fairy with 8 sticks. Sticks are not consumed.
The split ratio depends on the fairy's slot: top-left splits into 1/10; other slots split into 1/2 to 1/9.
Sticks are only a frame to define the recipe size, and may be omitted in some cases.","凝縮された妖精を展開するには、1体の妖精と8個の木の棒を使ってクラフトします。妖精の展開によって木の棒は消費されません。
妖精を置く場所によって、10分の1、および2～9分の1に展開できます。
木の棒は、実際には配置したレシピを規定のサイズとして認識させるための枠です。場合によっては木の棒は省略できます。"
gui.miragefairy2024.fairy_decondensation.title.description,Decondensing Fairies,妖精の展開
gui.miragefairy2024.fairy_dream.gain,Dreamed of a new fairy!,新たな妖精の夢を見た！
gui.miragefairy2024.fairy_dream.gain_fairy,%s found!,%sを発見した！
gui.miragefairy2024.passive_skill,Passive Skills,パッシブスキル
gui.miragefairy2024.passive_skill.disabled,Outside target slot,対象スロット外
gui.miragefairy2024.passive_skill.effective,Effective,発動中
gui.miragefairy2024.passive_skill.overflowed,Too many passive skills!,パッシブスキルが多すぎます！
gui.miragefairy2024.passive_skill.supporting,Supporting other item,他のアイテムを支援中
gui.miragefairy2024.recipe_viewer.seconds,%s sec,%s 秒
gui.miragefairy2024.soul_stream.global_search,Highlight even outside of Soul Stream,ソウルストリームの外でもハイライト
gui.miragefairy2024.soul_stream.no_passive_skill_effects,No passive skill effects,パッシブスキル効果なし
gui.miragefairy2024.soul_stream.passive_skill_effect,Passive Skill Effect,パッシブスキル効果
gui.miragefairy2024.soul_stream.reset_highlights,Reset Highlights,ハイライトをリセット
gui.miragefairy2024.tooltip_viewer.example,Example: %s,例: %s
gui.miragefairy2024.trait_encyclopedia.default_trait,Default Trait,初期状態で発現
gui.miragefairy2024.trait_encyclopedia.random_trait,Random Trait,ランダムで発現
gui.miragefairy2024.trait_list,Traits,特性
item.miragefairy2024.amethyst_axe,Amethyst Axe,アメジストの斧
item.miragefairy2024.amethyst_hoe,Amethyst Hoe,アメジストのクワ
item.miragefairy2024.amethyst_pickaxe,Amethyst Pickaxe,アメジストのつるはし
item.miragefairy2024.amethyst_shovel,Amethyst Shovel,アメジストのシャベル
item.miragefairy2024.amethyst_sword,Amethyst Sword,アメジストの剣
item.miragefairy2024.apostle_wand,Apostle's Wand,使徒のステッキ
item.miragefairy2024.apostle_wand.poem,The key to the fairy world,妖精界への鍵。
item.miragefairy2024.bag.description1,Display GUI when used,使用時、GUIを表示
item.miragefairy2024.bag.description2,Store to inventory when right-clicked,インベントリ上で右クリックで収納
item.miragefairy2024.bismuth_axe,Bismuth Axe,ビスマスの斧
item.miragefairy2024.bismuth_dust,Bismuth Dust,ビスマスの粉
item.miragefairy2024.bismuth_hoe,Bismuth Hoe,ビスマスのクワ
item.miragefairy2024.bismuth_ingot,Bismuth Ingot,ビスマスインゴット
item.miragefairy2024.bismuth_pickaxe,Bismuth Pickaxe,ビスマスのつるはし
item.miragefairy2024.bismuth_shovel,Bismuth Shovel,ビスマスのシャベル
item.miragefairy2024.bismuth_sword,Bismuth Sword,ビスマスの剣
item.miragefairy2024.builders_rod.description,Place blocks when used,使用時、ブロックを設置
item.miragefairy2024.calculite,Calculite,理天石
item.miragefairy2024.calculite.poem,Class 4 time evolution rule,時の模様を刻む石。
item.miragefairy2024.calculite_axe,Calculite Axe,理天石の斧
item.miragefairy2024.calculite_axe.poem,A world where chaos resolves everything.,秩序がすべてを結束する世界。
item.miragefairy2024.calculite_builders_rod,Builder's Rod,ビルダーズロッド
item.miragefairy2024.calculite_builders_rod.poem,End-members of Miranagite.,宇宙一明晰なビスマス化合物。
item.miragefairy2024.calculite_hoe,Calculite Hoe,理天石のクワ
item.miragefairy2024.calculite_hoe.poem,A stellar automaton.,星幽質の脳細胞。
item.miragefairy2024.calculite_pickaxe,Calculite Pickaxe,理天石のつるはし
item.miragefairy2024.calculite_pickaxe.poem,Integrated neural circuits.,理性の結晶。
item.miragefairy2024.calculite_scythe,Calculite Scythe,理天石の大鎌
item.miragefairy2024.calculite_scythe.poem,Perpetual-motion biocomputer.,人工生命は何を思い、そして感じるのか。
item.miragefairy2024.calculite_shovel,Calculite Shovel,理天石のシャベル
item.miragefairy2024.calculite_shovel.poem,Biological parallel processor.,汎用デジタル集合知。
item.miragefairy2024.chaos_cube_egg,Chaos Cube Spawn Egg,混沌のキューブのスポーンエッグ
item.miragefairy2024.chaos_stone,Chaos Stone,混沌の石
item.miragefairy2024.chaos_stone.poem,Chemical promoting catalyst,魔力の暴走、加速する無秩序の流れ。
item.miragefairy2024.chaos_stone_pickaxe,Chaos Stone Pickaxe,混沌のつるはし
item.miragefairy2024.chaos_stone_pickaxe.poem,Is this made of metal? Or clay?,時空結晶の交点に、古代の産業が芽吹く。
item.miragefairy2024.cidre,Cidre,シードル
item.miragefairy2024.copper_axe,Copper Axe,銅の斧
item.miragefairy2024.copper_hoe,Copper Hoe,銅のクワ
item.miragefairy2024.copper_pickaxe,Copper Pickaxe,銅のつるはし
item.miragefairy2024.copper_shovel,Copper Shovel,銅のシャベル
item.miragefairy2024.copper_sword,Copper Sword,銅の剣
item.miragefairy2024.creative_gene_ampoule,Creative Gene Ampoule,アカーシャによる生命設計の針
item.miragefairy2024.creative_gene_ampoule.description1,Use: Grant the trait,使用時、特性を付与
item.miragefairy2024.creative_gene_ampoule.description2,Use while sneaking: Remove the trait,スニーク中に使用時、特性を削除
item.miragefairy2024.creative_gene_ampoule.description3,Use: Increases bits,使用時、ビットを増加
item.miragefairy2024.creative_gene_ampoule.description4,Use while sneaking: Decreases bits,スニーク中に使用時、ビットを減少
item.miragefairy2024.creative_gene_ampoule.poem,This allows you to freely edit traits.,種類に従って球根を持つ草を生えさせよ。
item.miragefairy2024.creative_hoe,Creative Hoe,アカーシャのクワ
item.miragefairy2024.creative_hoe.poem,Changes everything into farmland.,適度に湿った地が現れよ。
item.miragefairy2024.diamond_luminaria_bulb,Diamond Luminaria Bulb,金剛石輝草ダイヤモンドルミナリアの球根
item.miragefairy2024.diamond_luminaria_bulb.classification,"Order Miragales, family Luminariaceae",妖花目ルミナリア科
item.miragefairy2024.diamond_luminaria_bulb.poem,Fruits the crystallized carbon,表土を飾る、凍てつく星。
item.miragefairy2024.diamond_scythe,Diamond Scythe,ダイヤモンドの大鎌
item.miragefairy2024.drink.burning,Flaming,炎上
item.miragefairy2024.echo_shard_axe,Echo Shard Axe,残響の斧
item.miragefairy2024.echo_shard_hoe,Echo Shard Hoe,残響のクワ
item.miragefairy2024.echo_shard_pickaxe,Echo Shard Pickaxe,残響のつるはし
item.miragefairy2024.echo_shard_shovel,Echo Shard Shovel,残響のシャベル
item.miragefairy2024.echo_shard_sword,Echo Shard Sword,残響の剣
item.miragefairy2024.emerald_axe,Emerald Axe,エメラルドの斧
item.miragefairy2024.emerald_hoe,Emerald Hoe,エメラルドのクワ
item.miragefairy2024.emerald_luminaria_bulb,Emerald Luminaria Bulb,翠玉輝草エメラルドルミナリアの球根
item.miragefairy2024.emerald_luminaria_bulb.classification,"Order Miragales, family Luminariaceae",妖花目ルミナリア科
item.miragefairy2024.emerald_luminaria_bulb.poem,Makes Berryllium by unknown means,幸福もたらす、栄光の樹。
item.miragefairy2024.emerald_pickaxe,Emerald Pickaxe,エメラルドのつるはし
item.miragefairy2024.emerald_shovel,Emerald Shovel,エメラルドのシャベル
item.miragefairy2024.emerald_sword,Emerald Sword,エメラルドの剣
item.miragefairy2024.etheroballistic_bolt_fragment,Etheroballistic Bolt Fragment,エテロバリスティック弾の破片
item.miragefairy2024.etheroballistic_bolt_fragment.poem,More abrasion resistant than lethal,合金として生きるということ。
item.miragefairy2024.fairy,Mirage Fairy,妖精
item.miragefairy2024.fairy.condensation,Condensation,凝縮数
item.miragefairy2024.fairy.condensation_recipe,Can be (de)condensed by crafting table,作業台で凝縮・展開
item.miragefairy2024.fairy.level,Level,レベル
item.miragefairy2024.fairy.mana,Mana,魔力
item.miragefairy2024.fairy.rare,Rare,レア
item.miragefairy2024.fairy_crystal,Fairy Crystal,フェアリークリスタル
item.miragefairy2024.fairy_crystal.poem,Crystallized soul,生物を生物たらしめるもの
item.miragefairy2024.fairy_crystal_axe,Fairy Crystal Axe,フェアリークリスタルの斧
item.miragefairy2024.fairy_crystal_axe.poem,A tree that raised many fairies,年輪が語る、自然の姿。
item.miragefairy2024.fairy_crystal_battle_axe,Fairy Crystal Battle Axe,フェアリークリスタルの戦斧
item.miragefairy2024.fairy_crystal_battle_axe.poem,The embodiment of fighting spirit,妖精の本能を呼び覚ませ。
item.miragefairy2024.fairy_crystal_hoe,Fairy Crystal Hoe,フェアリークリスタルのクワ
item.miragefairy2024.fairy_crystal_hoe.poem,Essence of life within the soul stream,ソウルストリームに宿る、生命の息吹。
item.miragefairy2024.fairy_crystal_pickaxe,Fairy Crystal Pickaxe,フェアリークリスタルのつるはし
item.miragefairy2024.fairy_crystal_pickaxe.poem,A brain frozen in crystal,闇を打ち砕く、透き通る心。
item.miragefairy2024.fairy_crystal_scythe,Fairy Crystal Scythe,フェアリークリスタルの大鎌
item.miragefairy2024.fairy_crystal_scythe.poem,What color is fairy blood?,妖精を刈り取るための道具。
item.miragefairy2024.fairy_crystal_shovel,Fairy Crystal Shovel,フェアリークリスタルのシャベル
item.miragefairy2024.fairy_crystal_shovel.poem,Spiritual cycle of carbon,いつか妖精になるものたち。
item.miragefairy2024.fairy_crystal_sword,Fairy Crystal Sword,フェアリークリスタルの剣
item.miragefairy2024.fairy_crystal_sword.poem,Nutrients for the soul,妖精はこれをおやつにするという
item.miragefairy2024.fairy_glass_fiber,Fairy Glass Fiber,きらめきの糸
item.miragefairy2024.fairy_glass_fiber.poem,Fiber-optic nervous system,意識の一部だったもの。
item.miragefairy2024.fairy_hoe.tilling_recipe,Special tilling effects,特殊な耕作効果
item.miragefairy2024.fairy_liqueur,Fairy Liqueur,妖精のリキュール
item.miragefairy2024.fairy_liqueur.poem,"Fairies get high, humans get burned",妖精はハイになり、人間は火傷する。
item.miragefairy2024.fairy_mining_tool.collection,Collect drop items when killed,撃破時にドロップ品を回収
item.miragefairy2024.fairy_mining_tool.effective,Mineable: %s,採掘可能: %s
item.miragefairy2024.fairy_mining_tool.obtain_fairy,Obtain a fairy when mined or killed,採掘・撃破時に妖精を入手
item.miragefairy2024.fairy_mining_tool.self_mending,Durability regenerates while held,手に持っている間、耐久値自然回復
item.miragefairy2024.fairy_mining_tool.soul_stream_containable,Soul Stream Containable,ソウルストリームに格納可能
item.miragefairy2024.fairy_plastic,Fairy Plastic,妖精のプラスチック
item.miragefairy2024.fairy_plastic.poem,Thermoplastic organic polymer,凍てつく記憶の宿る石。
item.miragefairy2024.fairy_pot,Fairy Pot,妖精のポット
item.miragefairy2024.fairy_pot.poem,Nanoporous insulation,とろけるアステリア。
item.miragefairy2024.fairy_quest_card,Broken Fairy Quest Card,破損したフェアリークエストカード
item.miragefairy2024.fairy_quest_card.format,“%s”,『%s』
item.miragefairy2024.fairy_quest_card_base,Fairy Quest Card Base,フェアリークエストカードベース
item.miragefairy2024.fairy_quest_card_base.poem,Am I hopeful in the parallel world?,存在したかもしれない僕たちのかたち。
item.miragefairy2024.fairy_rubber,Fairy Rubber,夜のかけら
item.miragefairy2024.fairy_rubber.poem,Minimize the risk of losing belongings,空は怯える夜精に一握りの温かい闇を与えた
item.miragefairy2024.fairy_scales,Fairy Scales,妖精の鱗粉
item.miragefairy2024.fairy_scales.poem,A catalyst that converts mana into erg,湧き上がる、エルグの誘い。
item.miragefairy2024.fairy_tool_item.not_enough_experience,Not enough experience,経験値が足りません
item.miragefairy2024.filled_map.template,%s Map,%sの地図
item.miragefairy2024.flint_axe,Flint Axe,火打石の斧
item.miragefairy2024.flint_hoe,Flint Hoe,火打石のクワ
item.miragefairy2024.flint_pickaxe,Flint Pickaxe,火打石のつるはし
item.miragefairy2024.flint_shovel,Flint Shovel,火打石のシャベル
item.miragefairy2024.flint_sword,Flint Sword,火打石の剣
item.miragefairy2024.fluorite,Fluorite,蛍石
item.miragefairy2024.fluorite_axe,Fluorite Axe,蛍石の斧
item.miragefairy2024.fluorite_hoe,Fluorite Hoe,蛍石のクワ
item.miragefairy2024.fluorite_pickaxe,Fluorite Pickaxe,蛍石のつるはし
item.miragefairy2024.fluorite_shovel,Fluorite Shovel,蛍石のシャベル
item.miragefairy2024.fluorite_sword,Fluorite Sword,蛍石の剣
item.miragefairy2024.fractal_wisp,Fractal Wisp,フラクタルウィスプ
item.miragefairy2024.fractal_wisp.poem1,The fairy of the fairy of the fairy,妖精の妖精の妖精の妖精の妖精の妖精の妖精
item.miragefairy2024.fractal_wisp.poem2,of the fairy of the fairy of the f,の妖精の妖精の妖精の妖精の妖精の妖精の妖
item.miragefairy2024.glass_axe,Glass Axe,ガラスの斧
item.miragefairy2024.glass_hoe,Glass Hoe,ガラスのクワ
item.miragefairy2024.glass_pickaxe,Glass Pickaxe,ガラスのつるはし
item.miragefairy2024.glass_shovel,Glass Shovel,ガラスのシャベル
item.miragefairy2024.glass_sword,Glass Sword,ガラスの剣
item.miragefairy2024.gold_prominaria_berry,Gold Prominaria Berry,ゴールドプロミナリアの実
item.miragefairy2024.gold_prominaria_berry.description,Grants absorption when eaten,食べると衝撃吸収を付与
item.miragefairy2024.gold_prominaria_berry.poem,Gold-plated prominence.,摂氏100度の金環食。
item.miragefairy2024.gold_prominaria_bulb,Gold Prominaria Bulb,金炎草ゴールドプロミナリアの球根
item.miragefairy2024.gold_prominaria_bulb.classification,"Order Miragales, family Luminariaceae",妖花目ルミナリア科
item.miragefairy2024.gold_prominaria_bulb.poem,Those who have become livestock of gold.,地獄の沙汰も金次第。
item.miragefairy2024.haimeviska_rosin,Haimeviska Rosin,ハイメヴィスカの涙
item.miragefairy2024.haimeviska_rosin.poem,High-friction material,琥珀の月が昇るとき、妖精の木は静かに泣く
item.miragefairy2024.haimeviska_rosin_axe,Rosin Axe,涙の斧
item.miragefairy2024.haimeviska_rosin_axe.poem,That which might once have been a friend,したたる樹液は、誰の涙か。
item.miragefairy2024.haimeviska_rosin_hoe,Rosin Hoe,涙のクワ
item.miragefairy2024.haimeviska_rosin_hoe.poem,Looking for companions,そこにあるべき大樹を見上げ。
item.miragefairy2024.haimeviska_rosin_pickaxe,Rosin Pickaxe,涙のつるはし
item.miragefairy2024.haimeviska_rosin_pickaxe.poem,Enduring in the stone,生きた証は石の中。
item.miragefairy2024.haimeviska_rosin_shovel,Rosin Shovel,涙のシャベル
item.miragefairy2024.haimeviska_rosin_shovel.poem,The story of the lonely tree,琥珀のしずくが刻む道。
item.miragefairy2024.haimeviska_rosin_sword,Rosin Sword,涙の剣
item.miragefairy2024.haimeviska_rosin_sword.poem,The oppressed Viska's desire,傷つけられた幹の声。
item.miragefairy2024.haimeviska_sap,Haimeviska Sap,ハイメヴィスカの樹液
item.miragefairy2024.haimeviska_sap.description,Gain experience by eating,食べると経験値を獲得
item.miragefairy2024.haimeviska_sap.poem,Smooth and mellow on the palate,口福のアナムネシス。
item.miragefairy2024.iron_scythe,Iron Scythe,鉄の大鎌
item.miragefairy2024.jewel_1,1 Fairy Jewel,1フェアリージュエル
item.miragefairy2024.jewel_1.poem,"Long ago, fairies were the nectar.",その昔、妖精は木の蜜だった。
item.miragefairy2024.jewel_10,10 Fairy Jewel,10フェアリージュエル
item.miragefairy2024.jewel_10.poem,"The wind, sky, and sun laughed.",風と空と太陽が笑った。
item.miragefairy2024.jewel_100,100 Fairy Jewel,100フェアリージュエル
item.miragefairy2024.jewel_100.poem,"One day, humans touched fairies.",その日、人が現れ、妖精に触れた。
item.miragefairy2024.jewel_1000,1000 Fairy Jewel,1000フェアリージュエル
item.miragefairy2024.jewel_1000.poem,Fairies learned joy and pain.,妖精は悦びと痛みを知った。
item.miragefairy2024.jewel_10000,10000 Fairy Jewel,10000フェアリージュエル
item.miragefairy2024.jewel_10000.poem,"Thus, humans lost their form.",こうして、人は人の姿を失った。
item.miragefairy2024.jewel_5,5 Fairy Jewel,5フェアリージュエル
item.miragefairy2024.jewel_5.poem,The nectar bloomed from the ground.,木の蜜は地に触れ、花を咲かせた。
item.miragefairy2024.jewel_50,50 Fairy Jewel,50フェアリージュエル
item.miragefairy2024.jewel_50.poem,Fairies simply drifted along.,妖精はただ漂っていた。
item.miragefairy2024.jewel_500,500 Fairy Jewel,500フェアリージュエル
item.miragefairy2024.jewel_500.poem,Fairies took form and learned emotion.,妖精は妖精の姿へとなり、感情を知った。
item.miragefairy2024.jewel_5000,5000 Fairy Jewel,5000フェアリージュエル
item.miragefairy2024.jewel_5000.poem,Humans saw the fairies and felt relief.,人は妖精を見て、安堵した。
item.miragefairy2024.lilagium_ingot,Lilagium Ingot,リラジウムインゴット
item.miragefairy2024.lilagium_ingot.poem,Ethereal plant-attractant polysaccharide,セルロースの精霊よ、エーテルの道を開け。
item.miragefairy2024.lilagium_scythe,Lilagium Scythe,リラジウムの大鎌
item.miragefairy2024.lilagium_scythe.poem,Wish upon the grass,葉っぱが吸い込まれてくる
item.miragefairy2024.luminite,Luminite,ルミナイト
item.miragefairy2024.luminite.poem,An end point of reincarnation,彷徨える魂の行方。
item.miragefairy2024.luminite_axe,Luminite Axe,ルミナイトの斧
item.miragefairy2024.luminite_axe.poem,Spiritual ectoplasm recycler,失われた記憶の断片。
item.miragefairy2024.luminite_pickaxe,Luminite Pickaxe,ルミナイトのつるはし
item.miragefairy2024.luminite_pickaxe.poem,Energetic soul extract,精製された魂の残滓。
item.miragefairy2024.luminite_sword,Luminite Sword,ルミナイトの剣
item.miragefairy2024.luminite_sword.poem,Bionic etheroluminescence illuminator,光を生み出す力。
item.miragefairy2024.magic_plant.creativeOnly,Creative Only,クリエイティブ専用
item.miragefairy2024.magic_plant.gui,Use while sneaking to show traits,スニーク中に使用時、特性GUIを表示
item.miragefairy2024.magic_plant.invalid,Invalid,無効
item.miragefairy2024.magic_plant.trait,Trait,特性
item.miragefairy2024.magnetite,Magnetite,磁鉄鉱
item.miragefairy2024.magnetite_axe,Magnetite Axe,磁鉄鉱の斧
item.miragefairy2024.magnetite_hoe,Magnetite Hoe,磁鉄鉱のクワ
item.miragefairy2024.magnetite_pickaxe,Magnetite Pickaxe,磁鉄鉱のつるはし
item.miragefairy2024.magnetite_shovel,Magnetite Shovel,磁鉄鉱のシャベル
item.miragefairy2024.magnetite_sword,Magnetite Sword,磁鉄鉱の剣
item.miragefairy2024.merrrria_bulb,Merrrria Bulb,月鈴花メルルルリアの球根
item.miragefairy2024.merrrria_bulb.classification,"Order Miragales, family Merrrriaceae",妖花目メルルルリア科
item.miragefairy2024.merrrria_bulb.poem,Windswept concert.,風の知らせる演奏会。
item.miragefairy2024.merrrria_drop,Merrrria Drop,月のしずく
item.miragefairy2024.merrrria_drop.description,Grants night vision when eaten,食べると暗視を付与
item.miragefairy2024.merrrria_drop.poem,Tales of latex that charm fairies.,闇夜に響く、月鈴の詩。
item.miragefairy2024.mina.description,Can exchange for Minia with apostle's wand,使徒のステッキでミーニャと両替可能
item.miragefairy2024.mina_1,1 Mina,1ミナ
item.miragefairy2024.mina_1.poem,Put this money to work until I come back,私が帰って来るまでこれで商売をしなさい
item.miragefairy2024.mina_10,10 Mina,10ミナ
item.miragefairy2024.mina_10.poem,Can purchase the souls of ten fairies.,10の妖精が宿る石。
item.miragefairy2024.mina_100,100 Mina,100ミナ
item.miragefairy2024.mina_100.poem,Place where fairies and humans intersect,妖精と人間が交差する場所。
item.miragefairy2024.mina_1000,1000 Mina,1000ミナ
item.miragefairy2024.mina_1000.poem,Created by the fairies of commerce.,妖精の業が磨き上げる。
item.miragefairy2024.mina_10000,10000 Mina,10000ミナ
item.miragefairy2024.mina_10000.poem,Become an eternal gemstone.,妖花の蜜よ、永遠の宝石となれ。
item.miragefairy2024.mina_5,5 Mina,5ミナ
item.miragefairy2024.mina_5.poem,Fairy snack,ご縁があるよ
item.miragefairy2024.mina_50,50 Mina,50ミナ
item.miragefairy2024.mina_50.poem,The Society failed to replicate this.,形而上学的有機結晶
item.miragefairy2024.mina_500,500 Mina,500ミナ
item.miragefairy2024.mina_500.poem,A brilliance with a hardness of 7.5,硬度7.5の輝き。
item.miragefairy2024.mina_5000,5000 Mina,5000ミナ
item.miragefairy2024.mina_5000.poem,The price of a soul.,魂の値段。
item.miragefairy2024.mirage_bulb,Mirage Bulb,妖花ミラージュの球根
item.miragefairy2024.mirage_bulb.classification,"Order Miragales, family Miragaceae",妖花目ミラージュ科
item.miragefairy2024.mirage_bulb.poem,Evolution to escape extermination,可憐にして人畜無害たる魔物。
item.miragefairy2024.mirage_flour,Mirage Flour,ミラージュの花粉
item.miragefairy2024.mirage_flour.appearance_rate_bonus,Appearance Rate Bonus,出現率ボーナス
item.miragefairy2024.mirage_flour.description.sneaking_use,Use while sneaking to show loot table,スニーク中に使用時、提供割合を表示
item.miragefairy2024.mirage_flour.description.use,Use and hold to summon fairies,使用時、長押しで妖精を連続召喚
item.miragefairy2024.mirage_flour.poem,Containing metallic organic matter,叡智の根源、創発のファンタジア。
item.miragefairy2024.mirage_flour_of_earth,Mirage Flour of Earth,大地のミラージュの花粉
item.miragefairy2024.mirage_flour_of_earth.poem,As intelligent as humans,黄金の魂が示す、好奇心の輝き。
item.miragefairy2024.mirage_flour_of_nature,Mirage Flour of Nature,自然のミラージュの花粉
item.miragefairy2024.mirage_flour_of_nature.poem,Use the difference in ether resistance,艶やかなほたる色に煌めく鱗粉。
item.miragefairy2024.mirage_flour_of_sky,Mirage Flour of Sky,天空のミラージュの花粉
item.miragefairy2024.mirage_flour_of_sky.poem,Explore atmosphere and nearby universe,蒼淵を彷徨う影、導きの光。
item.miragefairy2024.mirage_flour_of_time,Mirage Flour of Time,時空のミラージュの花粉
item.miragefairy2024.mirage_flour_of_time.poem1,Attracts nearby parallel worlds outside,虚空に眠る時の断片。因果の光が貫くとき、
item.miragefairy2024.mirage_flour_of_time.poem2,this universe and collects their ether.,亡失の世界は探し始める。無慈悲な真実を。
item.miragefairy2024.mirage_flour_of_underworld,Mirage Flour of Underworld,地底のミラージュの花粉
item.miragefairy2024.mirage_flour_of_underworld.poem,Awaken fairies in the world and below,"1,300ケルビンの夜景。"
item.miragefairy2024.mirage_flour_of_universe,Mirage Flour of Universe,宇宙のミラージュの花粉
item.miragefairy2024.mirage_flour_of_universe.poem1,"Leap spaces by collapsing time crystals,",運命の束、時の結晶、光速の呪いを退けよ、
item.miragefairy2024.mirage_flour_of_universe.poem2,capture ether beyond observable universe,讃えよ、アーカーシャに眠る自由の頂きを。
item.miragefairy2024.mirage_leaves,Mirage Leaves,ミラージュの葉
item.miragefairy2024.mirage_leaves.poem,Don't cut your fingers!,刻まれる、記憶の破片。
item.miragefairy2024.mirage_stem,Mirage Stem,ミラージュの茎
item.miragefairy2024.mirage_stem.poem,Cell wall composed of amorphous ether,植物が手掛ける、分子レベルの硝子細工。
item.miragefairy2024.miragidian,Miragidian,ミラジディアン
item.miragefairy2024.miragidian.poem,A fantasy world told by tungsten,タングステンが語る幻想世界。
item.miragefairy2024.miragidian_axe,Miragidian Axe,ミラジディアンの斧
item.miragefairy2024.miragidian_axe.poem,The Ancient Future Relic,古代の未来遺物。
item.miragefairy2024.miragidian_hoe,Miragidian Hoe,ミラジディアンのクワ
item.miragefairy2024.miragidian_hoe.poem,They were killed by containment targets,宇宙人類の然程輝きのない栄光。
item.miragefairy2024.miragidian_pickaxe,Miragidian Pickaxe,ミラジディアンのつるはし
item.miragefairy2024.miragidian_pickaxe.poem,The reinforced will of the substance,高速度鋼という名の誇り。
item.miragefairy2024.miragidian_shard,Miragidian Shard,ミラジディアンの欠片
item.miragefairy2024.miragidian_shard.poem,"The great collapse 30,000 years ago",遥か三万年前のミラジウムが見た夢。
item.miragefairy2024.miragidian_shovel,Miragidian Shovel,ミラジディアンのシャベル
item.miragefairy2024.miragidian_shovel.poem,An alloy that will outlive humanity,文明の光よりも堅牢な闇。
item.miragefairy2024.miragidian_sword,Miragidian Sword,ミラジディアンの剣
item.miragefairy2024.miragidian_sword.poem,Watching the end of civilization.,この星の運命を写す瞳。
item.miragefairy2024.miragium_axe,Miragium Axe,ミラジウムの斧
item.miragefairy2024.miragium_axe.poem,Crack! Squish!,バキッ！ぐにっ
item.miragefairy2024.miragium_ingot,Miragium Ingot,ミラジウムインゴット
item.miragefairy2024.miragium_ingot.poem,Metallic body,妖精インゴット。
item.miragefairy2024.miragium_nugget,Miragium Nugget,ミラジウムナゲット
item.miragefairy2024.miragium_nugget.poem,Dismembered metallic body,小分けにされた妖精のインゴット。
item.miragefairy2024.miragium_pickaxe,Miragium Pickaxe,ミラジウムのつるはし
item.miragefairy2024.miragium_pickaxe.poem,More durable than gold,妖精の肉体労働
item.miragefairy2024.miranagi_staff,Staff of Miranagi,みらなぎの杖
item.miragefairy2024.miranagi_staff.poem,Risk of vacuum decay due to anti-entropy,創世の神光は混沌をも翻す。
